,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
312,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
313,AIDS,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
315,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
316,Bronchial Asthma,4,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0
317,Hepatitis C,4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
318,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
319,Fungal infection,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
321,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
322,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
323,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
324,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Migraine,3,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
326,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
327,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
329,Typhoid,3,5,4,7,3,5,4,4,6,5,0,0,0,0,0,0,0
330,Dengue,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
331,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
332,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
334,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
335,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
336,Common Cold,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
337,Alcoholic hepatitis,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
338,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
339,Acne,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Hepatitis C,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
341,Dengue,3,3,3,4,7,3,5,4,4,3,6,2,3,0,0,0,0
342,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
343,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
345,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
347,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
349,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
350,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
351,Bronchial Asthma,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
352,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
353,Hepatitis D,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0
354,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
356,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
357,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
358,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
360,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
361,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
362,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
363,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
364,Jaundice,1,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
365,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
367,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
368,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
369,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
370,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
371,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
372,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
373,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
374,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
375,Paralysis (brain hemorrhage),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
377,Drug Reaction,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Jaundice,1,5,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
379,Hepatitis C,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
380,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
384,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
385,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
386,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
387,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
388,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
390,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
391,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
392,Arthritis,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Arthritis,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
395,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
396,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
397,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
398,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Jaundice,1,5,4,7,3,4,4,0,0,0,0,0,0,0,0,0,0
400,Cervical spondylosis,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
402,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
404,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
405,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
406,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
407,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
408,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
409,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
410,Hepatitis E,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
411,Jaundice,1,5,4,7,3,4,4,0,0,0,0,0,0,0,0,0,0
412,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
413,Hepatitis D,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
414,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
415,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
416,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
417,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Hyperthyroidism,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
420,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
422,Chicken pox,1,3,4,2,7,3,4,6,6,3,0,0,0,0,0,0,0
423,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
424,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
425,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
426,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
427,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
428,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
429,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Hypoglycemia,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
431,Dimorphic hemmorhoids(piles),4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
434,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
435,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
436,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
438,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Bronchial Asthma,4,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
440,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
441,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Hypothyroidism,4,3,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
443,Paralysis (brain hemorrhage),5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Urinary tract infection,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Tuberculosis,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0
446,Drug Reaction,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
448,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
449,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
450,Hepatitis E,3,5,4,7,3,5,4,4,4,6,7,6,0,0,0,0,0
451,Hyperthyroidism,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
452,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
453,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
455,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,hepatitis A,3,5,3,5,4,4,6,5,4,2,0,0,0,0,0,0,0
457,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
458,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
459,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
460,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
461,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
462,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
463,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
464,Dimorphic hemmorhoids(piles),4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
466,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
467,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
468,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
469,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Common Cold,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
471,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
472,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,(vertigo) Paroymsal  Positional Vertigo,5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
474,Bronchial Asthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
475,Dengue,3,3,3,5,4,3,5,4,4,3,6,2,3,0,0,0,0
476,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
477,Impetigo,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Dengue,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
480,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
483,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Tuberculosis,3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
485,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
486,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
488,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
489,Tuberculosis,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
490,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
491,Chronic cholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
492,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
493,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
494,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
496,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
497,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
498,Cervical spondylosis,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Hepatitis E,3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
500,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
502,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
503,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
504,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
505,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Drug Reaction,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
508,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
509,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
510,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
511,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
512,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
514,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
516,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
517,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
518,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
520,Paralysis (brain hemorrhage),5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
522,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
523,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
524,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
525,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
526,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
527,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
528,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
529,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
530,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
531,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
532,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
533,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
534,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
535,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
536,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
537,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
538,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
539,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
541,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Hepatitis E,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
543,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
544,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Fungal infection,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Diabetes,4,3,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
548,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Allergy,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Urinary tract infection,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Impetigo,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
554,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
555,Jaundice,1,5,4,7,3,4,4,0,0,0,0,0,0,0,0,0,0
556,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Hepatitis E,3,5,4,7,3,5,4,4,4,6,7,6,0,0,0,0,0
558,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
559,Alcoholic hepatitis,5,3,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0
560,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
561,Hepatitis C,4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
562,Hyperthyroidism,4,3,3,5,3,6,4,2,2,6,0,0,0,0,0,0,0
563,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
564,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
565,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
566,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
567,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
568,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
569,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
571,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
573,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
574,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
576,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
577,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
578,Typhoid,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
579,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
581,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
582,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
583,Heart attack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
585,Impetigo,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Impetigo,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
588,Cervical spondylosis,3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
590,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
591,Chronic cholestasis,1,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
592,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
593,hepatitis A,3,5,3,5,4,4,6,5,4,2,0,0,0,0,0,0,0
594,Common Cold,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
595,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
596,(vertigo) Paroymsal  Positional Vertigo,5,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
597,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
598,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
600,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
601,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
603,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
604,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
605,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
606,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
607,Dengue,3,3,3,5,4,3,5,4,4,3,6,2,3,0,0,0,0
608,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
609,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
610,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
611,Paralysis (brain hemorrhage),5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
613,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
614,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
615,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
616,Hyperthyroidism,4,3,3,5,3,5,4,2,2,6,0,0,0,0,0,0,0
617,Hypertension,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
620,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
621,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Hepatitis D,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
623,Migraine,3,5,3,4,4,3,2,3,0,0,0,0,0,0,0,0,0
624,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
625,Heart attack,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
